,Unnamed: 0,Unnamed: 0.1,zip,AQI,Category,DateObserved,HourObserved,Latitude,LocalTimeZone,Longitude,ParameterName,ReportingArea,StateCode
0,0,0,95015,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-09 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
2,2,2,94505,45,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.9699,PST,-121.3067,OZONE,Stockton,CA
4,4,4,95486,39,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
6,6,6,94524,48,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.97,PST,-122.03,OZONE,Concord,CA
8,8,8,94542,49,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
10,10,10,94506,39,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.97,PST,-122.03,OZONE,Concord,CA
12,12,12,94547,43,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
14,14,14,95377,64,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.9699,PST,-121.3067,OZONE,Stockton,CA
16,16,16,94562,48,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,38.33,PST,-122.28,OZONE,Napa,CA
18,18,18,95445,58,"{'Number': 2, 'Name': 'Moderate'}",2017-10-10 ,0,39.4117,PST,-123.3526,OZONE,Mendocino County,CA
21,21,21,95154,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-11 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
23,23,23,95406,34,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
25,25,25,94044,27,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
27,27,27,94014,31,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
29,29,29,94603,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
31,31,31,95430,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
33,33,33,94533,44,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,38.25,PST,-122.04,OZONE,Fairfield,CA
35,35,35,94303,35,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
36,36,36,94020,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
38,38,38,95136,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-12 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
40,40,40,95158,61,"{'Number': 2, 'Name': 'Moderate'}",2017-10-13 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
42,42,42,94089,43,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
44,44,44,94582,74,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.68,PST,-121.77,OZONE,Livermore,CA
46,46,46,94561,64,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,38.25,PST,-122.04,OZONE,Fairfield,CA
48,48,48,95023,43,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,36.8442,PST,-121.361,OZONE,Hollister,CA
51,51,51,94111,28,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
53,53,53,95173,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-11 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
55,55,55,95120,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-12 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
57,57,57,94620,45,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
59,59,59,95616,34,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,38.5448,PST,-121.7411,OZONE,Davis,CA
61,61,61,94549,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.97,PST,-122.03,OZONE,Concord,CA
63,63,63,94931,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
65,65,65,95127,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-09 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
67,67,67,94701,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
69,69,69,94110,27,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
71,71,71,94579,49,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
73,73,73,94121,31,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
75,75,75,95013,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
77,77,77,94703,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
79,79,79,94557,44,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
80,80,80,94612,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
82,82,82,94035,48,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
84,84,84,94615,45,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
86,86,86,94083,31,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
88,88,88,95446,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
90,90,90,94114,31,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
92,92,92,94559,48,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,38.33,PST,-122.28,OZONE,Napa,CA
94,94,94,94706,42,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
96,96,96,94525,49,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.97,PST,-122.03,OZONE,Concord,CA
98,98,98,95696,36,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,38.3525,PST,-121.9617,OZONE,Vacaville,CA
100,100,100,95119,43,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
102,102,102,94946,43,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
104,104,104,94541,71,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
106,106,106,94042,40,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
107,107,107,94708,42,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
109,109,109,94621,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
111,111,111,94578,40,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
113,113,113,95037,61,"{'Number': 2, 'Name': 'Moderate'}",2017-10-13 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
115,115,115,94920,44,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
117,117,117,95421,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
119,119,119,95133,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
121,121,121,94599,48,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,38.33,PST,-122.28,OZONE,Napa,CA
123,123,123,94019,28,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
125,125,125,94611,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
127,127,127,94521,48,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.97,PST,-122.03,OZONE,Concord,CA
129,129,129,94563,45,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
131,131,131,94123,31,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
133,133,133,94551,74,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.68,PST,-121.77,OZONE,Livermore,CA
135,135,135,94501,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
137,137,137,94589,44,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,38.25,PST,-122.04,OZONE,Fairfield,CA
139,139,139,95117,44,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
141,141,141,95131,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-11 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
143,143,143,94927,34,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
145,145,145,95404,43,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
147,147,147,95046,43,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
149,149,149,94569,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.97,PST,-122.03,OZONE,Concord,CA
151,151,151,94576,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
153,153,153,94040,40,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
154,154,154,94948,61,"{'Number': 2, 'Name': 'Moderate'}",2017-10-10 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
156,156,156,95055,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-11 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
158,158,158,94108,27,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
160,160,160,94129,27,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
162,162,162,95151,43,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
164,164,164,94613,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
166,166,166,94952,43,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
168,168,168,94146,28,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
170,170,170,94015,20,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
172,172,172,94974,35,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
174,174,174,95118,61,"{'Number': 2, 'Name': 'Moderate'}",2017-10-13 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
176,176,176,94026,38,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
178,178,178,95442,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
180,180,180,94543,71,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
182,182,182,95132,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-09 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
184,184,184,94304,35,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
185,185,185,94564,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
187,187,187,94552,40,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.68,PST,-121.77,OZONE,Livermore,CA
189,189,189,94940,44,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
191,191,191,94573,153,"{'Number': 4, 'Name': 'Unhealthy'}",2017-10-15 ,0,38.33,PST,-122.28,PM2.5,Napa,CA
192,192,192,94707,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
194,194,194,94922,40,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
196,196,196,94606,42,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
198,198,198,94925,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
200,200,200,94560,48,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
202,202,202,95148,61,"{'Number': 2, 'Name': 'Moderate'}",2017-10-13 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
204,204,204,95436,43,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
206,206,206,95052,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
208,208,208,94591,44,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,38.25,PST,-122.04,OZONE,Fairfield,CA
210,210,210,94803,42,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
212,212,212,95160,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-11 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
214,214,214,94502,40,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
216,216,216,94966,40,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
218,218,218,94590,41,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,38.25,PST,-122.04,OZONE,Fairfield,CA
220,220,220,95108,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
222,222,222,94545,71,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
224,224,224,94610,41,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
226,226,226,94302,35,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
227,227,227,94570,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
229,229,229,94976,35,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
231,231,231,94574,43,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
233,233,233,94002,38,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
235,235,235,95036,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
237,237,237,94556,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
239,239,239,94028,40,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
240,240,240,94125,28,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
242,242,242,94109,20,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
244,244,244,95407,34,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
246,246,246,94937,40,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
248,248,248,94550,38,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.68,PST,-121.77,OZONE,Livermore,CA
250,250,250,95020,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
252,252,252,94598,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.97,PST,-122.03,OZONE,Concord,CA
254,254,254,94957,43,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
256,256,256,94023,35,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
257,257,257,94539,34,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
259,259,259,94565,48,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.97,PST,-122.03,OZONE,Concord,CA
261,261,261,95625,36,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,38.3525,PST,-121.9617,OZONE,Vacaville,CA
263,263,263,94595,39,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.97,PST,-122.03,OZONE,Concord,CA
265,265,265,94553,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.97,PST,-122.03,OZONE,Concord,CA
267,267,267,94402,58,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
269,269,269,94592,44,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,38.25,PST,-122.04,OZONE,Fairfield,CA
271,271,271,94117,28,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
273,273,273,94609,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
275,275,275,95116,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-12 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
277,277,277,94941,40,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
279,279,279,94133,31,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
281,281,281,94585,64,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,38.25,PST,-122.04,OZONE,Fairfield,CA
283,283,283,94977,43,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
285,285,285,94820,43,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
287,287,287,94572,61,"{'Number': 2, 'Name': 'Moderate'}",2017-10-10 ,0,37.97,PST,-122.03,OZONE,Concord,CA
289,289,289,94928,39,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
291,291,291,95152,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-12 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
293,293,293,94604,45,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
295,295,295,94536,44,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
297,297,297,94112,31,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
299,299,299,95688,42,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,38.3525,PST,-121.9617,OZONE,Vacaville,CA
301,301,301,95112,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-09 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
303,303,303,95409,58,"{'Number': 2, 'Name': 'Moderate'}",2017-10-10 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
305,305,305,94505,35,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.9699,PST,-121.3067,OZONE,Stockton,CA
307,307,307,95009,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-12 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
309,309,309,94702,45,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
311,311,311,95054,43,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
313,313,313,94942,43,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
315,315,315,94041,58,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
317,317,317,94515,40,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
319,319,319,95694,71,"{'Number': 2, 'Name': 'Moderate'}",2017-10-10 ,0,38.3525,PST,-121.9617,OZONE,Vacaville,CA
321,321,321,94913,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
323,323,323,95103,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-12 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
325,325,325,95492,43,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
327,327,327,94596,39,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.97,PST,-122.03,OZONE,Concord,CA
329,329,329,95157,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
331,331,331,94914,43,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
333,333,333,94119,34,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
335,335,335,94807,61,"{'Number': 2, 'Name': 'Moderate'}",2017-10-10 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
337,337,337,94964,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
339,339,339,94508,34,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
341,341,341,95465,43,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
343,343,343,95441,43,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
345,345,345,94102,31,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
347,347,347,94066,31,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
349,349,349,95101,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-09 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
351,351,351,94115,28,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
353,353,353,94947,31,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
355,355,355,95156,67,"{'Number': 2, 'Name': 'Moderate'}",2017-10-12 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
357,357,357,94070,44,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
359,359,359,94088,43,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
361,361,361,94518,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.97,PST,-122.03,OZONE,Concord,CA
363,363,363,94567,49,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,38.45,PST,-122.7,OZONE,Santa Rosa,CA
365,365,365,95106,54,"{'Number': 2, 'Name': 'Moderate'}",2017-10-09 ,0,37.33,PST,-121.9,OZONE,San Jose,CA
367,367,367,94555,44,"{'Number': 1, 'Name': 'Good'}",2017-10-10 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
368,368,368,95690,32,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,38.4086,PST,-121.3733,OZONE,Elk Grove,CA
370,370,370,94520,44,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.97,PST,-122.03,OZONE,Concord,CA
372,372,372,95687,40,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,38.3525,PST,-121.9617,OZONE,Vacaville,CA
374,374,374,94018,58,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
376,376,376,94401,58,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.48,PST,-122.22,OZONE,Redwood City,CA
378,378,378,94601,41,"{'Number': 1, 'Name': 'Good'}",2017-10-09 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
380,380,380,95002,34,"{'Number': 1, 'Name': 'Good'}",2017-10-11 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
382,382,382,94624,40,"{'Number': 1, 'Name': 'Good'}",2017-10-12 ,0,37.8,PST,-122.27,OZONE,Oakland,CA
384,384,384,94522,44,"{'Number': 1, 'Name': 'Good'}",2017-10-13 ,0,37.97,PST,-122.03,OZONE,Concord,CA
386,386,386,94164,31,"{'Number': 1, 'Name': 'Good'}",2017-10-14 ,0,37.75,PST,-122.43,OZONE,San Francisco,CA
388,388,388,94904,43,"{'Number': 1, 'Name': 'Good'}",2017-10-15 ,0,37.97,PST,-122.52,OZONE,San Rafael,CA
390,390,390,94540,71,"{'Number': 2, 'Name': 'Moderate'}",2017-10-15 ,0,37.55,PST,-122.03,OZONE,Fremont,CA
